CV_CCT|CV_TURNO|TURNO|NOMBRECT|CV_ENT_ADMNISTRATIVA|ENT_ADMINISTRATIVA|CV_ENT_INMUEBLE|ENTIDAD_INMUEBLE|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|CV_SERVICION1|TIPO|CV_SERVICION2|NIVEL|CV_SERVICION3|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|PERIODO|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|V63|V64|V65|V66|V67|V68|V69|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V123|V124|V125|V126|V127|V128|V129|V130|V131|V132|V133|V134|V135|V136|V137|V138|V139|V140|V141|V142|V143|V144|V145|V146|V147|V148|V149|V150|V151|FECHA_ENTREGA|
32KJN0385C|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|010|FRESNILLO|0242|TEPETATILLO|CALLE TEPETATILLO|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|6|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|2|3|2|0|7|0|0|1|1|0|2|0|2|4|3|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0390O|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|020|JEREZ|0008|COLONIA BRISEÑO|CALLE COLONIA BRISEÑO|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|0|0|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|4|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|2|0|0|2|0|1|0|1|0|2|0|1|2|1|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0397H|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|042|SOMBRERETE|0021|SAN ANTONIO DEL CERRITO (EL CERRITO)|CALLE SAN ANTONIO DEL CERRITO|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|3|1|4|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|3|8|0|2|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|0|2|0|1|1|2|0|4|0|1|2|3|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0398G|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|042|SOMBRERETE|0117|SAN MIGUEL DE LA HERRADURA|CALLE SAN MIGUEL DE LA HERRADURA|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|0|0|0|0|0|0|0|0|0|0|0|2|3|5|0|1|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|5|10|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|2|1|0|4|0|2|3|0|0|5|0|3|5|1|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0400E|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|055|VILLANUEVA|0003|COLONIA ADOLFO LÓPEZ MATEOS (MAJADAS)|CALLE COLONIA ADOLFO LOPEZ MATEOS|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|1|1|2|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|8|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|2|1|1|0|4|0|2|2|0|0|4|0|4|3|1|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0401D|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|058|SANTA MARÍA DE LA PAZ|0020|HACIENDA VIEJA|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|2|0|0|0|2|1|2|1|0|0|4|1|4|1|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|17/01/2018 0:00:00|
32KJN0402C|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|002|APULCO|0012|HUEGOLITA|CALLE HUEGOLITA|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|2|3|0|6|0|1|1|1|0|3|0|2|3|4|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0405Z|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|010|FRESNILLO|0104|FRANCISCO GARCÍA SALINAS (LA LARGA)|CALLE FRANCISCO GARCIA SALINAS (LA LARGA)|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|1|0|1|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|6|2|8|0|0|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|5|16|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|3|3|5|0|11|0|2|2|1|0|5|0|5|5|6|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0406Z|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|010|FRESNILLO|0284|LOS POCITOS|CALLE LOS POZOS (LOS POCITOS)|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|1|1|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|5|5|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|8|11|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|1|0|1|2|3|0|6|0|1|3|3|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0410L|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|010|FRESNILLO|0225|SAN TADEO|CALLE SAN TADEO|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|1|1|0|0|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|7|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|1|0|1|3|1|0|5|0|1|4|1|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0413I|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|012|GENARO CODINA|0044|SANTA TERESA|CALLE SANTA TERESA|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|1|0|2|2|1|0|5|0|2|3|1|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0422Q|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|034|NOCHISTLÁN DE MEJÍA|0027|CAPULÍN DE ABAJO|CALLE EL CAPULIN DE ABAJO|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|3|0|3|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|5|10|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|5|1|1|0|7|1|0|1|2|0|4|1|5|2|3|0|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0425N|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|034|NOCHISTLÁN DE MEJÍA|0040|LA CIÉNEGA|CALLE LA CIENEGA|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0|1|1|0|1|1|0|3|2|0|1|1|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|17/01/2018 0:00:00|
32KJN0426M|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|034|NOCHISTLÁN DE MEJÍA|0046|LAS CRUCES|CALLE LAS CRUCES|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|1|1|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|8|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|2|1|0|3|1|0|2|1|0|4|1|0|4|2|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0434V|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|034|NOCHISTLÁN DE MEJÍA|0077|JOCOYOLE|CALLE LOCALIDAD EL OJO DE AGUA (FUSIONADA)|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|02/02/2018 0:00:00|
32KJN0435U|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|034|NOCHISTLÁN DE MEJÍA|0135|PLAN DEL SAUZ|CALLE PLAN DEL SAUZ|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|1|0|2|0|1|0|1|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|17/01/2018 0:00:00|
32KJN0438R|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|034|NOCHISTLÁN DE MEJÍA|0203|VALLECITOS|CALLE VALLECITOS|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|1|1|2|0|1|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|0|0|0|2|2|0|0|1|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|6|11|0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|3|0|0|4|0|1|2|0|0|3|0|2|5|0|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|18/12/2017 0:00:00|
32KJN0440F|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|035|NORIA DE ÁNGELES|0034|DE GUADALUPE [GRANJAS]|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|1|1|0|0|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|0|0|5|6|11|0|0|0|0|0|0|0|0|0|3|4|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|14|24|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|3|3|0|7|0|2|3|2|0|7|0|3|6|5|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0441E|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|038|PINOS|0069|GUADALUPE DE LOS POZOS|CALLE LOS POZOS DE GUADALUPE|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|1|1|2|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|6|3|9|0|0|0|0|0|0|0|0|0|0|5|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|9|18|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|2|3|3|0|8|0|3|1|4|0|8|0|5|4|7|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0444B|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|039|RÍO GRANDE|0013|GUADALUPE (EX-HACIENDA DE GUADALUPE)|CALLE GUADALUPE|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|6|8|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|2|1|2|0|6|0|2|2|1|0|5|1|4|3|3|0|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0448Y|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|044|TABASCO|0002|AGUA BLANCA|CALLE AGUA BLANCA|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|6|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0|1|1|3|4|1|0|9|2|3|4|1|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0453J|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|052|VILLA GARCÍA|0015|LAS CRUCES|CALLE LAS CRUCES|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA|||32ADG0009Z|0|I2017|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|2|0|0|3|0|1|2|1|0|4|0|2|4|1|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0457F|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|055|VILLANUEVA|0096|TUXTUAC|CALLE TUXTUAC|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|6|10|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|1|1|1|1|1|0|4|1|1|2|1|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0462R|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|051|VILLA DE COS|0030|ESTANCIA LA COLORADA|CALLE ESTANCIA LA COLORADA|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|0|2|3|5|0|1|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|7|14|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|2|0|0|3|0|0|5|2|0|7|0|1|7|2|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|18/12/2017 0:00:00|
32KJN0471Z|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|007|CONCEPCIÓN DEL ORO|0017|ESTACIÓN MARGARITA|CALLE MARGARITA|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||4|I2017|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17/01/2018 0:00:00|
32KJN0472Y|1|MATUTINO|PREESCOLAR COMUNITARIO|32|ZACATECAS|32|ZACATECAS|009|CHALCHIHUITES|0004|COLONIA AURORA|CALLE COLONIA AURORA|0|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|7|12|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|1|0|1|0|2|0|3|0|5|0|2|0|4|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|18/12/2017 0:00:00|
