CV_CCT|CV_TURNO|TURNO|NOMBRECT|C_NOM_ENT|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|TIPO|NIVEL|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|PERIODO|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|FECHA_ENTREGA|
32FIZ0305E|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.5|ZACATECAS|054|VILLA HIDALGO|0001|VILLA HIDALGO|CALLE PANFILO NATERA|19|PÚBLICO|ESTATAL||||0||0||||32ADG0017H|0|I2017|8|15|8|1|10|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|0|0|1|0|0|1|0|0|1|1|1|1|0|1|1|1|01/11/2017 0:00:00|
32FIZ0306D|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.6|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|PROLONGACIÓN LIBERTAD COLONIA LOS ALAMOS|0|PÚBLICO|ESTATAL||||0||0||||32ADG0015J|0|I2017|6|9|6|1|0|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|0|0|1|0|0|1|1|1|1|1|1|0|0|1|1|1|30/10/2017 0:00:00|
32FIZ0307C|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM. 7|ZACATECAS|048|TLALTENANGO DE SÁNCHEZ ROMÁN|0001|TLALTENANGO DE SÁNCHEZ ROMÁN|PROLONGACIÓN ATOLINGA (BARRIO EL OBISPO)|0|PÚBLICO|ESTATAL||||0||0||||32ADG0014K|0|I2017|7|15|6|0|25|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|1|0|0|1|0|0|0|1|1|1|0|1|0|1|1|1|25/10/2017 0:00:00|
32FIZ0308B|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.8|ZACATECAS|007|CONCEPCIÓN DEL ORO|0001|CONCEPCIÓN DEL ORO|CALLE PINO SUAREZ COLONIA LAS LAJAS|15|PÚBLICO|ESTATAL||||0||0||||32ADG0016I|0|I2017|9|15|9|1|30|0|1|1|0|0|0|1|0|1|0|0|0|1|1|2|1|0|0|1|0|0|0|0|1|0|0|0|0|1|1|1|0|1|0|0|27/10/2017 0:00:00|
32FIZ0309A|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.9|ZACATECAS|034|NOCHISTLÁN DE MEJÍA|0001|NOCHISTLÁN DE MEJÍA|CALLE BUGAMBILIAS PLANTA ALTA|2|PÚBLICO|ESTATAL||||0||0||||32ADG0023S|0|I2017|4|14|4|0|45|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|0|0|1|0|1|0|1|0|1|1|1|1|1|1|1|1|24/10/2017 0:00:00|
32FIZ0310Q|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.10|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|PRIVADA EUCALIPTOS EX-HDA.DE BERNARDEZ|0|PÚBLICO|ESTATAL||||0||0|||32FJS0102P|32ADG0021U|0|I2017|10|21|10|0|25|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|0|0|1|0|1|0|1|1|1|1|1|1|0|1|1|1|25/10/2017 0:00:00|
32FIZ0311P|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.11|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE SUSTICACAN|212|PÚBLICO|ESTATAL||||0||0|||32FJS0104N|32ADG0012M|0|I2017|7|7|8|0|30|0|1|1|0|0|0|1|0|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|1|0|1|1|1|1|1|1|0|1|1|1|27/10/2017 0:00:00|
32FIZ0312O|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.12|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|ESTATAL||||0||0|||32FJS0101Q|32ADG0011N|0|I2017|10|25|10|0|40|0|1|1|0|1|1|0|1|1|0|0|0|0|3|3|1|0|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|30/10/2017 0:00:00|
32FIZ0313N|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.13|ZACATECAS|042|SOMBRERETE|0001|SOMBRERETE|CALLE INDEPENDENCIA|102|PÚBLICO|ESTATAL||||0||0||||32ADG0022T|0|I2017|9|12|9|0|50|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|1|0|0|0|1|1|1|1|0|1|1|1|01/11/2017 0:00:00|
32FIZ0314M|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.14|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|PRIVADA EUCALIPTOS EX-HDA.DE BERNARDEZ|0|PÚBLICO|ESTATAL||||0||0|||32FJS0102P|32ADG0021U|0|I2017|10|12|10|0|45|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|1|0|0|0|0|1|0|0|0|1|1|1|1|0|1|1|1|25/10/2017 0:00:00|
32FIZ0315L|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.15|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|ESTATAL||||0||0|||32FJS0101Q|32ADG0011N|0|I2017|8|15|8|0|45|0|1|1|0|1|1|1|0|1|0|0|0|1|2|3|1|0|0|0|0|0|1|0|0|1|1|1|1|1|1|1|0|1|1|1|20/10/2017 0:00:00|
32FIZ0316K|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.16|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|AVENIDA ATLAS COLONIA DEPORTIVO|0|PÚBLICO|ESTATAL||||0||0|||32FJS0100R|32ADG0018G|0|I2017|5|14|5|1|0|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|0|0|1|0|1|0|0|0|1|0|0|0|1|0|0|0|0|1|1|1|31/10/2017 0:00:00|
32FIZ0317J|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.17|ZACATECAS|022|JUAN ALDAMA|0001|JUAN ALDAMA|CALLE GALEANA|40|PÚBLICO|ESTATAL||||0||0||||32ADG0015J|0|I2017|9|16|9|0|30|0|1|1|0|0|0|0|0|0|0|1|1|0|2|2|1|0|0|0|1|0|0|0|1|0|0|0|0|1|1|1|0|1|1|1|20/10/2017 0:00:00|
32FIZ0318I|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.18|ZACATECAS|047|TEÚL DE GONZÁLEZ ORTEGA|0001|TEÚL DE GONZÁLEZ ORTEGA|CALLE TRINIDAD CRVANTES|15|PÚBLICO|ESTATAL||||0||0||||32ADG0014K|0|I2017|4|12|4|1|50|1|0|1|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|1|0|1|0|1|0|0|1|1|1|1|1|1|0|26/10/2017 0:00:00|
32FIZ0319H|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.19|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|ESTATAL||||0||0|||32FJS0101Q|32ADG0011N|0|I2017|6|25|6|0|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|1|1|1|1|1|0|1|1|1|19/10/2017 0:00:00|
32FIZ0320X|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.20|ZACATECAS|019|JALPA|0001|JALPA|CALLE PLAZA ARECHIGA CENTRO|424|PÚBLICO|ESTATAL||||0||0||||32ADG0013L|0|I2017|7|15|7|0|40|1|0|1|1|0|1|0|1|1|0|0|0|2|1|3|1|0|0|0|1|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|27/10/2017 0:00:00|
32FIZ0321W|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.21|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE AVENIA ATLAS COLONIA DEPORTIVO|0|PÚBLICO|ESTATAL||||0||0|||32FJS0100R|32ADG0018G|0|I2017|5|11|5|1|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|0|1|0|0|0|1|1|0|0|1|1|1|30/10/2017 0:00:00|
32FIZ0322V|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.22|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE SUSTICACAN|212|PÚBLICO|ESTATAL||||0||0|||32FJS0104N|32ADG0012M|0|I2017|7|9|7|1|25|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|1|0|0|0|1|0|0|0|1|1|1|1|0|1|1|1|10/11/2017 0:00:00|
32FIZ0323U|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.23|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|PRIVADA EUCALIPTOS EX-HDA.DE BERNARDEZ|0|PÚBLICO|ESTATAL||||0||0|||32FJS0102P|32ADG0021U|0|I2017|11|15|11|0|50|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|0|0|1|0|1|0|1|0|1|1|1|1|0|1|1|1|24/10/2017 0:00:00|
32FSE0001F|4|DISCONTINUO|SUPERVISION DE ZONA DE  EDUCACION ESPECIAL NUM. 1|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE FUENTES DEL BOSQUE|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0010O|0|I2017|7|13|7|0|45|0|1|1|0|1|1|0|1|1|0|0|0|0|3|3|1|0|0|0|1|0|0|0|1|0|1|0|0|1|1|1|1|1|1|1|25/10/2017 0:00:00|
32FSE0002E|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION  ESPECIAL NUM. 2|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|PRIVADA EUCALIPTOS EX-HDA.DE BERNARDEZ|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0019F|0|I2017|10|9|10|0|30|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|1|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|16/11/2017 0:00:00|
32FSE0003D|4|DISCONTINUO|SUPERVISION DE ZONA  DE EDUCACION ESPECIAL NUM. 3|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|PROLONGACIÓN AQUILES SERDAN|1011|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0025Q|0|I2017|7|10|7|0|25|1|0|1|0|0|0|0|1|1|1|0|1|2|1|3|1|0|0|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|30/10/2017 0:00:00|
32FSE0004C|4|DISCONTINUO|SUPERVISION DE ZONA  DE EDUCACION ESPECIAL NUM. 4|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE ATLAS|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0008Z|0|I2017|12|10|12|2|0|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|1|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|26/10/2017 0:00:00|
32FSE0005B|4|DISCONTINUO|SUPERVISION DE ZONA  DE EDUCACION ESPECIAL NUM. 5|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|PROLONGACIÓN LIBERTAD COLONIA LOS ALAMOS|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0005C|0|I2017|10|12|10|1|0|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|30/10/2017 0:00:00|
32FSE0006A|4|DISCONTINUO|SUPERVISION DE ZONA  DE EDUCACION ESPECIAL NUM. 6|ZACATECAS|019|JALPA|0001|JALPA|CALLE HEROES DE CANANEA COLONIA UNION OBRERA|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0003E|0|I2017|8|10|8|0|45|1|0|1|0|1|1|0|0|0|0|0|0|1|1|2|0|0|1|0|0|0|1|0|1|0|1|1|1|1|1|1|1|1|1|1|30/10/2017 0:00:00|
32FSE0007Z|4|DISCONTINUO|SUPERVISION DE ZONA  DE EDUCACION ESPECIAL NUM. 7|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|CALLE AV. BERNARDEZ|10|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0019F|0|I2017|11|30|11|1|0|0|1|1|0|1|1|0|0|0|0|1|1|0|3|3|1|0|0|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|16/10/2017 0:00:00|
32FSE0008Z|4|DISCONTINUO|SUPERVISION DE ZONA  DE EDUCACION ESPECIAL NUM. 8|ZACATECAS|024|LORETO|0001|LORETO|CALLE MEZQUITAL FRACC. SAN CARLOS|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0009Z|0|I2017|8|16|8|0|45|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|1|0|1|0|0|1|1|1|1|1|1|1|27/10/2017 0:00:00|
32FSE0009Y|4|DISCONTINUO|SUPERVISION DE ZONA  DE EDUCACION ESPECIAL NUM. 9|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0010O|0|I2017|8|8|8|1|10|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|1|0|1|1|1|1|1|1|1|1|1|1|14/11/2017 0:00:00|
32FSE0010N|4|DISCONTINUO|SUPERVISION DE ZONA  DE EDUCACION ESPECIAL NUM. 10|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|AVENIDA QUILES SERDAN|1154|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0025Q|0|I2017|9|11|9|0|40|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|0|0|1|0|0|1|1|1|1|1|0|1|1|1|1|1|08/11/2017 0:00:00|
32FSE0011M|4|DISCONTINUO|SUPERVISION DE ZONA  DE EDUCACION ESPECIAL NUM. 11|ZACATECAS|048|TLALTENANGO DE SÁNCHEZ ROMÁN|0001|TLALTENANGO DE SÁNCHEZ ROMÁN|PROLONGACIÓN ATOLINGA (BARRIO EL OBISPO)|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0004D|0|I2017|9|18|9|2|0|0|1|1|0|1|1|0|1|1|0|0|0|0|3|3|1|0|0|0|1|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|26/10/2017 0:00:00|
32FSE0012L|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION  ESPECIAL 11 FEDERALIZADA|ZACATECAS|042|SOMBRERETE|0001|SOMBRERETE|CALLE COLONIA SOMBRERETILLO|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0020V|0|I2017|9|20|9|3|0|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|1|0|0|0|1|0|0|0|1|0|1|1|1|1|1|1|25/10/2017 0:00:00|
32FSE0013K|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION ESPECIAL|ZACATECAS|034|NOCHISTLÁN DE MEJÍA|0001|NOCHISTLÁN DE MEJÍA|CALLE BUGAMBILIAS PLANTA ALTA|2|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0023S|0|I2017|7|15|7|1|0|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|1|0|0|0|0|1|0|0|0|1|1|0|1|1|1|1|1|26/10/2017 0:00:00|
32FSE0014J|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION ESPECIAL|ZACATECAS|007|CONCEPCIÓN DEL ORO|0001|CONCEPCIÓN DEL ORO|CALLE ESCUELA FELIX U GOMEZ CALLE MOCTEZUMA|29|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0006B|0|I2017|6|12|6|2|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|1|0|0|0|1|0|0|1|0|1|1|1|1|1|1|1|1|26/10/2017 0:00:00|
32FSE0015I|4|DISCONTINUO|SUPERVISION DE ZONA  DE EDUCACION ESPECIAL|ZACATECAS|038|PINOS|0001|PINOS|CARRETERA PINOS-OJUELOS KILOMETRO 1|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0007A|0|I2017|5|13|5|1|0|0|0|0|1|0|1|0|0|0|0|0|0|1|0|1|1|0|0|1|0|0|0|0|1|0|1|1|1|0|0|0|0|1|1|1|06/11/2017 0:00:00|
32FSE0016H|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION ESPECIAL|ZACATECAS|036|OJOCALIENTE|0001|OJOCALIENTE|AVENIDA SAUCES FRACC. PORTALITOS|1|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0019F|0|I2017|9|35|9|1|10|0|1|1|0|1|1|0|1|1|0|0|0|0|3|3|1|0|0|0|1|0|0|0|1|0|0|0|1|1|0|1|1|1|1|1|20/10/2017 0:00:00|
32FSE0017G|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION ESPECIAL|ZACATECAS|023|JUCHIPILA|0001|JUCHIPILA|CALLE ZARAGOZA|11|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0003E|0|I2017|5|9|5|2|30|1|0|1|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|1|0|0|0|1|0|0|1|0|1|0|1|1|1|1|1|23/10/2017 0:00:00|
32FSE0018F|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION ESPECIAL|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0||||32ADG0010O|0|I2017|7|13|7|1|20|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|0|0|1|0|0|0|1|0|1|0|1|1|1|1|1|1|1|1|1|1|19/10/2017 0:00:00|
32FTV0002K|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.2|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE SUSTICACAN COLONIA SOLIDARIDAD|212|PÚBLICO|ESTATAL||||0||0||||32ADG0012M|0|I2017|19|13|19|0|50|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|0|0|1|0|0|1|1|0|1|1|1|1|0|1|1|1|30/10/2017 0:00:00|
32FTV0003J|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.3|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE JUAN DE TOLOSA|3|PÚBLICO|ESTATAL||||0||0||||32ADG0012M|0|I2017|19|13|19|1|30|1|0|1|1|0|1|0|1|1|0|0|0|2|1|3|1|0|0|0|0|0|1|0|0|1|1|0|1|1|1|0|0|1|1|1|19/10/2017 0:00:00|
32FTV0004I|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.4|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE ATLAS|0|PÚBLICO|ESTATAL||||0||0||||32ADG0018G|0|I2017|13|8|13|0|45|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|30/10/2017 0:00:00|
32FTV0005H|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.5|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|PROLONGACIÓN LIBERTAD FRACCIONAMIENTO LOS ALAMOS|0|PÚBLICO|ESTATAL||||0||0||||32ADG0015J|0|I2017|12|14|12|1|10|1|0|1|0|0|0|0|0|0|0|1|1|1|1|2|1|0|0|0|1|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|25/10/2017 0:00:00|
32FTV0006G|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.6|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|PRIVADA EUCALIPTOS EX-HDA.DE BERNARDEZ|0|PÚBLICO|ESTATAL||||0||0||||32ADG0021U|0|I2017|14|8|14|0|40|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|1|1|1|1|1|0|1|1|1|24/10/2017 0:00:00|
32FTV0007F|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.7|ZACATECAS|038|PINOS|0001|PINOS|PROLONGACIÓN J ENCARNACION ORTIZ|0|PÚBLICO|ESTATAL||||0||0||||32ADG0017H|0|I2017|23|13|23|1|0|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|1|0|1|0|0|1|1|1|0|1|1|1|30/10/2017 0:00:00|
32FTV0008E|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.8|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE JUAN DE TOLOSA|406|PÚBLICO|ESTATAL||||0||0||||32ADG0012M|0|I2017|11|9|11|1|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|30/10/2017 0:00:00|
32FTV0009D|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.9|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|PRIVADA EUCALIPTOS EX-HDA.DE BERNARDEZ|0|PÚBLICO|ESTATAL||||0||0||||32ADG0021U|0|I2017|20|5|20|1|10|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|10/11/2017 0:00:00|
32FTV0010T|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.10|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE ATLAS|0|PÚBLICO|ESTATAL||||0||0||||32ADG0018G|0|I2017|18|6|18|1|25|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|0|1|1|1|30/10/2017 0:00:00|
32FTV0011S|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.11|ZACATECAS|042|SOMBRERETE|0001|SOMBRERETE|CALLE ALDAMA|352|PÚBLICO|ESTATAL||||0||0||||32ADG0022T|0|I2017|19|13|19|1|15|0|1|1|0|0|0|1|0|1|0|0|0|1|1|2|0|0|1|0|1|0|0|1|0|0|0|1|1|1|1|1|0|1|1|1|28/10/2017 0:00:00|
32FTV0012R|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM. 12|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|AVENIDA ATLAS|89|PÚBLICO|ESTATAL||||0||0||||32ADG0018G|0|I2017|13|14|13|1|15|0|1|1|0|0|0|1|0|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|1|0|1|0|1|1|1|1|0|1|1|1|25/10/2017 0:00:00|
32FTV0013Q|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.13|ZACATECAS|034|NOCHISTLÁN DE MEJÍA|0001|NOCHISTLÁN DE MEJÍA|CALLE PASTORES|14|PÚBLICO|ESTATAL||||0||0||||32ADG0023S|0|I2017|13|8|13|0|50|1|0|1|1|0|1|1|0|1|0|0|0|3|0|3|1|0|0|1|0|0|0|0|1|0|0|0|1|1|1|1|0|1|1|1|17/10/2017 0:00:00|
32FTV0014P|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.14|ZACATECAS|007|CONCEPCIÓN DEL ORO|0001|CONCEPCIÓN DEL ORO|CALLE CINCO DE MAYO|3|PÚBLICO|ESTATAL||||0||0||||32ADG0016I|0|I2017|16|12|16|2|10|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|0|0|1|0|0|0|1|1|0|0|0|0|1|1|1|1|0|1|1|1|25/10/2017 0:00:00|
32FTV0015O|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.15|ZACATECAS|024|LORETO|0001|LORETO|PROLONGACIÓN VALLE REAL|0|PÚBLICO|ESTATAL||||0||0||||32FSR0001J|0|I2017|16|9|16|0|35|0|1|1|1|0|1|0|1|1|0|0|0|1|2|3|1|0|0|0|0|1|0|0|1|0|0|0|1|1|1|1|0|1|1|1|26/10/2017 0:00:00|
32FTV0016N|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.16|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|PROLONGACIÓN LIBERTAD FRACCIONAMIENTO LOS ALAMOS|0|PÚBLICO|ESTATAL||||0||0||||32ADG0015J|0|I2017|11|8|11|2|10|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|0|1|0|1|0|0|1|0|1|0|0|1|1|1|1|1|24/10/2017 0:00:00|
32FTV0017M|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.17|ZACATECAS|038|PINOS|0001|PINOS|PROLONGACIÓN J ENCARNACION ORTIZ|0|PÚBLICO|ESTATAL||||0||0||||32ADG0017H|0|I2017|18|8|18|1|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|1|0|0|0|1|1|1|1|0|1|0|1|09/11/2017 0:00:00|
32FTV0018L|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.18|ZACATECAS|019|JALPA|0001|JALPA|CALLE HEROES DE CANANEA COLONIA UNION OBRERA|0|PÚBLICO|ESTATAL||||0||0||||32ADG0013L|0|I2017|9|11|9|0|50|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|1|0|0|1|1|1|1|1|0|1|1|1|20/10/2017 0:00:00|
32FTV0019K|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.19|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|ESTATAL||||0||0||||32ADG0011N|0|I2017|15|9|15|2|15|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|1|0|0|0|1|0|1|0|1|1|1|1|0|1|1|1|22/10/2017 0:00:00|
