CV_CCT|CV_TURNO|TURNO|NOMBRECT|C_NOM_ENT|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|TIPO|NIVEL|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|PERIODO|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|FECHA_ENTREGA|
32FIZ0092T|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.92|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|PROLONGACIÓN AQUILES SERDAN|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0004O|32ADG0025Q|0|I2017|14|13|14|1|0|0|1|1|0|1|1|0|1|1|0|0|0|0|3|3|1|0|0|0|0|0|1|0|1|0|1|0|1|1|1|1|0|1|1|1|04/11/2017 0:00:00|
32FIZ0093S|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.93|ZACATECAS|038|PINOS|0001|PINOS|CALLE VILLA DE ARRIAGA SAN LUIS POTOSI|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0011Y|32ADG0007A|0|I2017|12|13|12|1|20|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|0|1|1|0|1|0|1|1|0|23/10/2017 0:00:00|
32FIZ0094R|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.94|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0013W|32ADG0010O|0|I2017|10|16|10|0|30|1|0|1|1|0|1|0|1|1|0|0|0|2|1|3|1|0|0|0|0|0|1|0|1|0|1|1|1|1|0|0|0|1|1|1|30/10/2017 0:00:00|
32FIZ0095Q|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.95|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|PRIVADA EUCALIPTOS EX-HDA.DE BERNARDEZ|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0015U|32ADG0019F|0|I2017|11|8|11|1|0|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|0|0|1|0|1|0|0|0|1|1|1|1|0|1|1|1|17/11/2017 0:00:00|
32FIZ0096P|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.96|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|PRIVADA EUCALIPTOS EX-HDA.DE BERNARDEZ|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0015U|32ADG0019F|0|I2017|11|8|11|5|0|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|0|1|0|0|0|0|0|1|1|31/10/2017 0:00:00|
32FIZ0097O|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.97|ZACATECAS|042|SOMBRERETE|0044|HIDALGO (COLONIA HIDALGO)|CALLE HIDALGO|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0005N|32ADG0020V|0|I2017|9|8|9|1|20|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|0|0|1|0|0|1|1|1|1|1|0|1|0|1|1|1|03/11/2017 0:00:00|
32FIZ0098N|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.98|ZACATECAS|019|JALPA|0001|JALPA|CALLE HEROES DE CANANEA COLONIA UNION OBRERA|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0003P|32ADG0003E|0|I2017|13|13|12|0|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|0|1|0|0|1|1|1|1|1|1|1|1|12/10/2017 0:00:00|
32FIZ0099M|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.99|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0013W|32ADG0010O|0|I2017|9|21|9|0|40|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|1|0|0|0|1|0|1|1|1|1|1|0|0|1|1|1|08/11/2017 0:00:00|
32FIZ0100L|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.100|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|PRIVADA EUCALIPTOS EX-HDA.DE BERNARDEZ|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0015U|32ADG0019F|0|I2017|12|8|11|1|15|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|1|0|0|0|0|1|0|0|0|0|1|1|1|0|1|1|1|23/10/2017 0:00:00|
32FIZ0101K|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.101|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|PROLONGACIÓN AQUILES SERDAN|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0004O|32ADG0025Q|0|I2017|13|14|13|45|0|1|0|1|0|1|1|0|1|1|0|0|0|1|2|3|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|09/11/2017 0:00:00|
32FIZ0102J|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.102|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|PRIVADA EUCALIPTOS EX-HDA.DE BERNARDEZ|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0010Z|32ADG0019F|0|I2017|12|9|12|1|20|0|1|1|1|0|1|0|1|1|0|0|0|1|2|3|0|0|1|0|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|31/10/2017 0:00:00|
32FIZ0103I|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.103|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|PRIVADA EUCALIPTOS EX-HDA.DE BERNARDEZ|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0010Z|32ADG0019F|0|I2017|15|9|15|1|0|1|0|1|0|1|1|0|1|1|0|0|0|1|2|3|1|0|0|0|0|0|1|0|1|0|1|0|1|1|1|0|0|1|1|1|31/10/2017 0:00:00|
32FIZ0104H|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.104|ZACATECAS|024|LORETO|0001|LORETO|PROLONGACIÓN VALLE REAL|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0007L|32ADG0009Z|0|I2017|10|12|10|1|20|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|1|0|0|0|1|0|0|0|1|1|0|1|0|1|1|1|24/10/2017 0:00:00|
32FIZ0105G|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.105|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|PROLONGACIÓN LIBERTAD FRACCIONAMIENTO LOS ALAMOS|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0008K|32ADG0005C|0|I2017|8|13|9|0|30|1|0|1|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|1|0|1|0|1|1|1|1|1|0|0|1|1|1|31/10/2017 0:00:00|
32FIZ0106F|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.106|ZACATECAS|040|SAIN ALTO|0001|SAIN ALTO|CALLE SAIN ALTO|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0005N|32ADG0020V|0|I2017|14|12|14|0|45|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|1|0|0|0|1|1|0|1|0|1|1|1|11/10/2017 0:00:00|
32FIZ0107E|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.107|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE ATLAS|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0002Q|32ADG0008Z|0|I2017|7|8|7|1|20|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|0|0|1|0|0|0|1|1|0|0|1|0|1|1|0|1|0|1|1|1|30/10/2017 0:00:00|
32FIZ0108D|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.108|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0013W|32ADG0010O|0|I2017|11|16|11|1|30|1|0|1|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|1|0|0|1|0|1|1|1|1|0|1|0|1|1|1|07/11/2017 0:00:00|
32FIZ0109C|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.109|ZACATECAS|038|PINOS|0001|PINOS|PROLONGACIÓN J ENCARNACION ORTIZ|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0011Y|32ADG0007A|0|I2017|12|5|12|1|0|1|0|1|1|0|1|1|0|1|0|0|0|3|0|3|1|0|0|0|0|0|1|0|0|1|1|0|1|1|0|0|1|1|1|0|28/10/2017 0:00:00|
32FIZ0110S|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.110|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|PROLONGACIÓN AQUILES SERDAN|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0014V|32ADG0025Q|0|I2017|13|10|13|1|30|0|1|1|1|0|1|0|1|1|0|0|0|1|2|3|1|0|0|0|0|0|1|0|0|1|0|0|1|1|0|1|0|1|1|1|04/11/2017 0:00:00|
32FIZ0111R|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.111|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE RODRIGUEZ SECTOR LAGUNILLA|4|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0004O|32ADG0025Q|0|I2017|7|13|7|1|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|1|1|0|0|0|23/10/2017 0:00:00|
32FIZ0112Q|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.112|ZACATECAS|049|VALPARAÍSO|0001|VALPARAÍSO|PROLONGACIÓN FRANCISCO I. MADERO|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32fjs0009j|32ADG0026P|0|I2017|9|13|9|2|40|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|1|0|0|1|0|1|1|1|0|1|1|1|15/11/2017 0:00:00|
32FIZ0113P|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM. 113|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|PROLONGACIÓN LIBERTAD FRACCIONAMIENTO LOS ALAMOS|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0008K|32ADG0005C|0|I2017|9|15|9|3|0|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|1|0|0|31/10/2017 0:00:00|
32FIZ0114O|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.114|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|PRIVADA EUCALIPTOS EX-HDA.DE BERNARDEZ|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0010Z|32ADG0019F|0|I2017|14|9|14|0|45|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|1|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|31/10/2017 0:00:00|
32FIZ0115N|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM. 115|ZACATECAS|034|NOCHISTLÁN DE MEJÍA|0187|TLACHICHILA|CALLE JOSE LUIS B. OROPEZA|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0016T|32ADG0023S|0|I2017|7|12|7|0|25|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|0|0|1|0|1|0|1|1|1|19/10/2017 0:00:00|
32FIZ0116M|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.116|ZACATECAS|024|LORETO|0001|LORETO|PROLONGACIÓN VALLE REAL|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0007L|32ADG0009Z|0|I2017|15|13|15|0|45|1|0|1|1|0|1|1|0|1|0|0|0|3|0|3|1|0|0|0|1|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|20/10/2017 0:00:00|
32FIZ0117L|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.117|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0013W|32ADG0010O|0|I2017|12|65|12|1|15|1|0|1|0|1|1|0|1|1|0|0|0|1|2|3|1|0|0|0|0|0|1|0|1|0|1|0|0|1|1|1|1|1|1|1|08/11/2017 0:00:00|
32FIZ0118K|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.118|ZACATECAS|049|VALPARAÍSO|0001|VALPARAÍSO|PROLONGACIÓN FRANCISCO I. MADERO|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32fjs0009j|32ADG0026P|0|I2017|7|16|7|0|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|0|1|1|1|0|0|0|1|1|1|30/10/2017 0:00:00|
32FIZ0119J|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.119|ZACATECAS|042|SOMBRERETE|0025|CORRALES|CALLE LOS CORRALES|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0005N|32ADG0020V|0|I2017|10|9|10|3|45|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|1|1|1|0|0|0|1|1|1|31/10/2017 0:00:00|
32FIZ0120Z|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.120|ZACATECAS|038|PINOS|0001|PINOS|PROLONGACIÓN J ENCARNACION ORTIZ|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0011Y|32ADG0007A|0|I2017|11|13|11|1|0|1|0|1|0|1|1|0|1|1|0|0|0|1|2|3|1|0|0|0|1|0|0|0|0|1|1|0|1|1|1|1|0|1|1|1|26/10/2017 0:00:00|
32FIZ0121Y|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.121|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE ATLAS|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0002Q|32ADG0008Z|0|I2017|11|11|12|0|38|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|1|0|1|1|1|1|1|1|0|0|1|1|24/10/2017 0:00:00|
32FIZ0122X|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.122|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|PROLONGACIÓN LIBERTAD FRACCIONAMIENTO LOS ALAMOS|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0008K|32ADG0005C|0|I2017|7|13|7|1|30|1|0|1|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|1|1|0|0|1|0|1|0|0|1|0|1|1|0|25/10/2017 0:00:00|
32FIZ0123W|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.123|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|PROLONGACIÓN AQUILES SERDAN|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0004O|32ADG0025Q|0|I2017|11|20|11|1|20|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|1|0|0|0|0|1|0|0|1|1|1|0|0|0|1|1|1|05/11/2017 0:00:00|
32FIZ0124V|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.124|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|PROLONGACIÓN AQUILES SERDAN|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0004O|32ADG0025Q|0|I2017|7|0|7|1|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|1|0|0|0|0|0|1|0|0|0|1|1|1|0|1|0|0|17/11/2017 0:00:00|
32FIZ0125U|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.125|ZACATECAS|009|CHALCHIHUITES|0025|JOSÉ MARÍA MORELOS (SAN JOSÉ DE GRACIA)|CALLE VICENTE GUERRERO|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0005N|32ADG0020V|0|I2017|9|10|9|0|30|1|0|1|1|0|1|0|1|1|0|0|0|2|1|3|1|0|0|0|0|0|1|0|0|1|1|0|1|1|1|1|0|1|1|1|25/10/2017 0:00:00|
32FIZ0126T|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.126|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0013W|32ADG0010O|0|I2017|9|23|10|0|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|0|1|1|1|1|1|1|1|1|31/10/2017 0:00:00|
32FIZ0127S|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.127|ZACATECAS|038|PINOS|0001|PINOS|CARRETERA PINOS-OJUELOS EL BAJIO SUR|1|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0011Y|32ADG0007A|0|I2017|13|14|12|2|0|1|0|1|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|1|0|0|1|1|1|1|1|0|1|0|1|1|1|23/10/2017 0:00:00|
32FIZ0128R|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.128|ZACATECAS|038|PINOS|0001|PINOS|CALLE VILLA DE ARRIAGA SAN LUIS POTOSI|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0011Y|32ADG0007A|0|I2017|9|13|9|1|20|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|0|0|1|0|0|1|1|0|1|1|0|1|0|1|1|1|22/10/2017 0:00:00|
32FIZ0129Q|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.129|ZACATECAS|026|MAZAPIL|0067|RANCHO NUEVO DE LA CARDONA (RANCHO NUEVO)|CALLE RANCHO NUEVO|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0006M|32ADG0006B|0|I2017|9|12|9|2|30|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|0|0|1|0|0|1|1|0|1|1|0|1|0|1|0|0|31/10/2017 0:00:00|
32FIZ0130F|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.130|ZACATECAS|026|MAZAPIL|0021|CAOPAS|CALLE CAOPAS|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0006M|32ADG0006B|0|I2017|8|13|8|0|50|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|0|0|1|0|0|0|1|0|0|1|1|0|1|1|0|1|0|1|0|0|30/10/2017 0:00:00|
32FIZ0131E|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.131|ZACATECAS|007|CONCEPCIÓN DEL ORO|0001|CONCEPCIÓN DEL ORO|CALLE MOCTEZUMA COLONIA OBRERA|29|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0006M|32ADG0006B|0|I2017|8|12|8|1|15|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|0|0|1|1|0|0|1|0|1|1|1|1|0|1|1|1|26/10/2017 0:00:00|
32FIZ0132D|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.132|ZACATECAS|045|TEPECHITLÁN|0001|TEPECHITLÁN|CALLE AMERICAS|11|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0012X|32ADG0004D|0|I2017|7|25|7|1|0|1|0|1|1|0|1|0|0|0|0|0|0|2|0|2|1|0|0|0|1|0|0|0|1|0|0|0|1|0|1|1|1|1|1|1|23/10/2017 0:00:00|
32FIZ0133C|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.133|ZACATECAS|030|MOMAX|0001|MOMAX|CALLE IGNACIO ALLENDE|140|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0012X|32ADG0004D|0|I2017|6|12|6|0|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|0|1|1|0|1|0|1|1|1|31/10/2017 0:00:00|
32FIZ0134B|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.134|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|PROLONGACIÓN LIBERTAD FRACCIONAMIENTO LOS ALAMOS|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0008K|32ADG0005C|0|I2017|7|23|7|1|30|1|0|1|1|0|1|1|0|1|0|0|0|3|0|3|0|0|1|0|0|0|1|0|0|1|1|0|1|1|1|0|0|1|1|1|30/10/2017 0:00:00|
32FIZ0135A|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.135|ZACATECAS|038|PINOS|0001|PINOS|CALLE VILLA DE ARRIAGA SAN LUIS POTOSI|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0011Y|32ADG0007A|0|I2017|10|16|10|0|30|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|0|1|0|0|0|1|1|0|1|1|0|1|0|1|1|1|31/10/2017 0:00:00|
32FIZ0136Z|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.136|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|PROLONGACIÓN AQUILES SERDAN|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0004O|32ADG0025Q|0|I2017|11|15|11|3|0|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|0|0|1|0|0|1|1|0|1|1|0|0|0|1|1|1|03/11/2017 0:00:00|
32FIZ0137Z|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM. 137|ZACATECAS|024|LORETO|0001|LORETO|CALLE MEZQUITAL COL. SAN CARLOS|1500|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0007L|32ADG0009Z|0|I2017|10|18|10|1|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|0|1|1|1|1|1|1|1|1|1|25/10/2017 0:00:00|
32FIZ0139X|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM. 139|ZACATECAS|024|LORETO|0001|LORETO|PROLONGACIÓN VALLE REAL|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0007L|32ADG0009Z|0|I2017|8|13|8|1|10|1|0|1|1|0|1|0|0|0|0|0|0|2|0|2|1|0|0|0|0|0|1|0|0|1|0|1|1|1|1|1|0|1|1|1|24/10/2017 0:00:00|
32FIZ0140M|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.140|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJS0013W|32ADG0010O|0|I2017|10|12|10|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|1|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|27/10/2017 0:00:00|
32FIZ0301I|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.1|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|ESTATAL||||0||0|||32FJS0101Q|32ADG0011N|0|I2017|11|13|11|0|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|1|1|1|1|1|0|1|1|1|18/10/2017 0:00:00|
32FIZ0302H|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.2|ZACATECAS|023|JUCHIPILA|0001|JUCHIPILA|CALLE 5 DE FEBRERO|28|PÚBLICO|ESTATAL||||0||0||||32ADG0013L|0|I2017|5|8|5|0|25|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|1|0|0|0|1|1|1|1|0|1|1|1|23/10/2017 0:00:00|
32FIZ0303G|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.3|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE AVENIA ATLAS COLONIA DEPORTIVO|0|PÚBLICO|ESTATAL||||0||0|||32FJS0100R|32ADG0018G|0|I2017|6|12|6|0|40|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|03/11/2017 0:00:00|
32FIZ0304F|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PRIMARIA NUM.4|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE SUSTICACAN|212|PÚBLICO|ESTATAL||||0||0|||32FJS0104N|32ADG0012M|0|I2017|8|8|7|1|40|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|1|0|0|0|1|1|1|1|0|1|1|1|27/10/2017 0:00:00|
